id,province,city,name,rooms,area,price,district,address,status,origin_url
168,福建,福州,华润万象城,1居/2居/3居/4居,38~135平米,32300元/㎡,[鼓楼],工业路福州大学东侧,在售,https://wanxiangchenghr0591.fang.com/
169,福建,福州,福州恒大山水城,2居/3居/4居,245~348平米,10500元/㎡,[闽侯县],竹岐乡316国道旁,在售,https://jinanlanhu.fang.com/
170,福建,福州,奥体金茂悦,3居/4居,88~149平米,26500元/㎡起,[仓山],"东岭路746号(华威四季双语幼儿园对面,海...",在售,https://aotijinmaoyue.fang.com/
171,福建,福州,名城珑域,2居/3居/4居,67~113平米,21000元/㎡,[马尾],葆桢路111号,在售,https://mingchenglongyu.fang.com/
172,安徽,长丰,中国铁建悦湖国际,3居/4居,98~130平米,11800元/㎡,[长丰],岗集镇合淮路与育才路交口,在售,https://yuehuguojizgtj.fang.com/
173,安徽,长丰,恒泰阿奎利亚·悦璟府,3居/4居,99~119平米,10500元/㎡,[长丰],蒙城北路与金宁路交口东南,待售,https://htaklyyjf.fang.com/
174,安徽,长丰,万科·公园大道,2居/3居,89~125平米,13800元/㎡,[长丰],阜阳北路与清颖路交口东南角,在售,https://gongyuandadaowk0551.fang.com/
175,安徽,长丰,新城·悦隽九里,3居/4居,94~125平米,11500元/㎡,[长丰],朝阳路与育才路交口,在售,https://yuejunjiulixc.fang.com/
176,安徽,长丰,中梁力高云湖印,3居/4居,87~123平米,13000元/㎡,[长丰],阜阳北路与登梅路交口(梅冲湖中学正对面...,在售,https://zhongliangligaoyunhuyin.fang.com/
177,安徽,长丰,世茂云锦,3居/4居,92~114平米,11716元/㎡,[长丰],阜阳北路与泉河路交口北侧,待售,https://shimaoyunjin0551.fang.com/
178,安徽,长丰,万科苏高新·中央公园,3居/4居,100~173平米,13900元/㎡,[长丰],阜阳北路与泉河路交口西南角,在售,https://zhongyanggongyuanwksgx.fang.com/
179,安徽,长丰,都荟上城,3居,95~117平米,12000元/㎡,[长丰],阜阳北路与济河路交口向东200米,在售,https://duhuishangcheng.fang.com/
180,安徽,长丰,金大地禧悦公馆,3居,89~103平米,13500元/㎡,[长丰],阜阳北路与金海路交叉口,在售,https://jindadixiyuegongguan.fang.com/
181,安徽,长丰,科创北城,科创北城在售商办和商铺,,9000元/㎡,[长丰],阜阳北路与汤都路交汇处西北角,在售,https://kechuangbeicheng.fang.com/
182,安徽,长丰,文一锦门繁华里,3居/4居,93~105平米,7199元/㎡,[长丰],水湖镇南二环与长淮路交口,在售,https://jinmenfanhuali.fang.com/
183,安徽,长丰,北城正荣府,3居,84~94平米,12000元/㎡,[长丰],阜阳路与济河路交汇处,待售,https://beichengzhengrongfu.fang.com/
184,安徽,长丰,文一·锦门桃李,3居/4居,93~108平米,12600元/㎡,[长丰],谯城路与龙湖路交口西南角,在售,https://wenyijinmentaoli.fang.com/
185,安徽,长丰,鹭山湖,3居/4居/5居,140~345平米,12000元/㎡,[长丰],合淮路卧龙山生态园区(中国非物质文化遗...,在售,https://tongquetailsh.fang.com/
186,安徽,长丰,宝湾国际·5.4米公馆,宝湾国际·5.4米公馆位于长丰县,,8500元/㎡,[长丰],淮南路与天水路交口向北500米,在售,https://baowanguoji.fang.com/2/
187,安徽,长丰,孔雀城时代北宸,3居/4居/5居,88~212平米,6800元/㎡,[长丰],合水路与青杨大道交汇处,在售,https://shidaibeichen.fang.com/
188,安徽,长丰,保利时代,3居,95~109平米,13000元/㎡,[长丰],阜阳北路与龙湖北路向东300米,在售,https://baolishidai0551.fang.com/
189,安徽,长丰,金地自在城,3居/4居,89~119平米,14400元/㎡,[长丰],蒙城北路与泉河路交口,在售,https://zizaichengjd0551.fang.com/
190,安徽,长丰,融侨·天越,3居/4居,88~121平米,13500元/㎡,[长丰],阜阳北路与筱斋路交口向西200米,在售,https://rongqiaotianyue.fang.com/
191,直辖市,天津,富力又一城,2居/3居/4居,90~171平米,13000元/㎡,[津南],天津大道与东沽路交口,在售,https://jinnanxinchengtj.fang.com/
192,直辖市,天津,凯旋门,2居/3居,80~130平米,26000元/㎡,[河东],昆仑路与津塘公路交口(快速路环线)东北...,在售,https://kaixuanmen022.fang.com/
193,直辖市,天津,万科翡翠大道,2居/3居,89~150平米,21000元/㎡,[西青],宾水西道延长线南(地铁三号线杨伍庄站旁...,在售,https://feicuidadaowk.fang.com/
194,直辖市,天津,中海左岸澜庭,2居/3居,82~120平米,价格待定,[河西],新梅江洞庭路和浯水道交汇处,待售,https://zuoanlantingzh022.fang.com/
195,直辖市,天津,世茂起雲湾,2居/3居,83~144平米,11500元/㎡,[滨海新区],中心渔港鲤鱼门,在售,https://qiyunwansm.fang.com/
196,直辖市,天津,南开1911,3居,109~136平米,46000元/㎡,[南开],黄河道与红日路交口,在售,https://nankai1911.fang.com/
197,直辖市,天津,天津恒大凤凰庄园,2居/3居,89~131平米,5688元/㎡,[静海],双塘镇西兴路南,在售,https://fenghuangzhuangyuantjhd.fang.com/
198,直辖市,天津,路劲赞成,3居,90~116平米,21000元/㎡,[津南],海教园津沽公路与雅言路交口,在售,https://lujinzancheng.fang.com/
199,直辖市,天津,海河金茂府,3居/4居,155~212平米,55000元/㎡,[河东],海河东路与十三经路交口,在售,https://jinmaofu022.fang.com/
200,直辖市,天津,松江之星盛湖园,2居/3居,96~143平米,9000元/㎡,[静海],团泊西区足球场北侧,在售,https://songjiangzhixingshenghuyuan.fang.com/
201,直辖市,天津,当代公园阅ΜΟΜΛ,2居/3居,86~97平米,9000元/㎡,[宁河],未来科技城现代产业区海航东路,在售,https://gongyuanyuemomadd.fang.com/
202,直辖市,天津,迎顺府,2居/3居,93~128平米,价格待定,[南开],迎水道与苑中路交口,待售,https://yingshundasha.fang.com/
203,直辖市,天津,宝能南泊ONE,3居/4居,90~125平米,12500元/㎡,[静海],大邱庄镇团泊大道东,在售,https://nanboone.fang.com/
204,直辖市,天津,天津恒大翡翠湾,2居/3居/4居/5居,83~156平米,12100元/㎡,[武清],天和路与郎庄子道交口,在售,https://feicuiwantjhd.fang.com/
205,直辖市,天津,实地·天津蔷薇国际,3居/4居,100~128平米,13500元/㎡,[东丽],军粮城兴业道与富锦路交口西北侧,在售,https://tianjinqiangweiguojisd.fang.com/
206,直辖市,天津,中储正荣栋境,3居/4居,125~148平米,28500元/㎡,[河东],东兴路与规划新阔路交口,在售,https://dongjingzczr.fang.com/
207,直辖市,天津,融创南开宸院,2居/3居,86~150平米,39000元/㎡,[南开],凌宾路地铁b口西侧直线500米,在售,https://nankaichenyuan.fang.com/
208,直辖市,天津,津门正荣府,2居/3居/4居,80~125平米,20700元/㎡,[西青],南站西侧瑞雪路与嘉泰道交汇处,在售,https://jinmenzhengrongfu.fang.com/
209,安徽,合肥,金鹏·壹品天成,3居/4居,104~150平米,18500元/㎡,[滨湖新区],贵阳路与贵州路交口西北角,在售,https://jinpengyipintiancheng.fang.com/
210,安徽,合肥,祥源·金港湾,祥源·金港湾即将加推洋房,,19008元/㎡,[高新区],长宁大道以西、云飞路以北,在售,https://jingangwanxy.fang.com/
211,安徽,合肥,龙湖·龙誉城,3居/4居,95~119平米,12500元/㎡,[肥东],新安江路与大众路交叉口,在售,https://longyuchenglh0551.fang.com/
212,安徽,合肥,美的·金科郡,3居/4居,92~122平米,13600元/㎡,[新站区],淮海大道与相城路交口,在售,https://jinkejunmd.fang.com/
213,安徽,合肥,保利·柏林之春,2居/3居/4居,95~143平米,16500元/㎡,[高新区],长江路与鸡鸣山路交口西北处,在售,https://bolinzhichunbl.fang.com/
214,安徽,合肥,寿县恒大未来城,2居/3居,81~109平米,6735元/㎡,,空港新区迎宾大道与寿州大道交叉口,在售,https://177764.fang.com/
215,安徽,合肥,翡翠天际,3居/4居/5居,100~328平米,22000元/㎡,[包河区],龙川路与北京路交口东北角,在售,https://feicuitianji.fang.com/
216,安徽,合肥,高速中央公园,3居/4居,126~136平米,14800元/㎡,[新站区],新蚌埠路与北二环交口东北角,待售,https://zhongyanggongyuangs.fang.com/
217,安徽,合肥,北雁湖金茂湾,3居/4居,125~183平米,18500元/㎡,[高新区],习友路与永和路交叉口向西100米(北雁湖...,在售,https://jinmaowanbyh.fang.com/
218,安徽,合肥,新滨湖孔雀城,1居/3居/4居,70~118平米,6788元/㎡,,滨湖南舒城产业新城京台高速出口东北侧,在售,https://175786.fang.com/
219,安徽,合肥,信达·天御,3居/4居,95~123平米,20799元/㎡,[包河区],宿松路与龙图路交汇处往西100米,在售,https://xindatianyu.fang.com/
220,安徽,合肥,新力东园,3居,93~104平米,14000元/㎡,[瑶海区],明皇路与王岗路交口西北角,在售,https://xinlidongyuan0551.fang.com/
221,安徽,合肥,中国铁建悦湖国际,3居/4居,98~130平米,11800元/㎡,[长丰],岗集镇合淮路与育才路交口,在售,https://yuehuguojizgtj.fang.com/
222,安徽,合肥,国贸天成,3居/4居/5居/5居以上,122~224平米,23000元/㎡,[庐阳区],固镇路与怀宁路交口,在售,https://guomaotiancheng.fang.com/
223,安徽,合肥,孔雀城时代北宸,3居/4居/5居,88~212平米,6800元/㎡,[长丰],合水路与青杨大道交汇处,在售,https://shidaibeichen.fang.com/
224,安徽,合肥,保利时代,3居,95~109平米,13000元/㎡,[长丰],阜阳北路与龙湖北路向东300米,在售,https://baolishidai0551.fang.com/
225,安徽,合肥,新滨湖恒大文化旅游城,1居/2居/3居/4居,38~137平米,6700元/㎡,,合肥南三河古镇旁京台高速舒城出口西北...,在售,https://189030.fang.com/
226,安徽,合肥,信达·溪岸观邸,3居/4居,128~144平米,16000元/㎡,[瑶海区],长临路与龙岗路交口西南角,在售,https://xindaxianguandi.fang.com/
227,安徽,合肥,徽创·君泊,3居/4居,115~142平米,15400元/㎡,[蜀山区],振兴路与宝月路交汇处,在售,https://huichuangjunbo.fang.com/
228,直辖市,上海,中国铁建香榭国际,3居/4居,89~161平米,37000元/㎡,[奉贤],扶兰路18弄(于西闸公路交汇处),在售,https://xiangxieguojizgtj.fang.com/
